"ID","Kalimat","Kelas"
"150","Dr. H. ADE KOMARUDIN, M. H. (Jabar VII) 26222 .","Other"
"151","Drs. H. DADANG S MUCHTAR(Jabar VII) 26323 .","Other"
"152","DAVE AKBARSHAH FIKARNO LAKSONO, M. E. (Jabar VIII) 26424 .","Other"
"153","H. DANIEL MUTAGIEN SYAFIUDDIN .","Other"
"154","S. T. (Jabar VIII) 26525 .","Other"
"155","AGUN GUNANJAR SUDARSA, M. Si .","Other"
"156","(Jabar X) 26726 .","Other"
"157","H. FERDIANSYAH, S. E. , M. M. (Jabar XI)26827 .","Other"
"158","H. AHMAD ZACKY SIRADI(Jabar XI)26928 .","Other"
"159","Drs. H. A. MUJIB ROHMAT(Jateng 1)27029 .","Other"
"160","BOWO SIDIK PANGARSO, S. E. (Jateng II)27230 .","Other"
"161","ENDANG SRIKARTI HAN DAYAN!, S. H. , M. Hum .","Other"
"162","(Jateng V) __ _ __ .","Other"
"163","Dr. H. M. IQBAL WIBISONO, S. H. , M. H. (Jateng VI) (Belum Dilantik) 27632 .","Other"
"164","BAMBANG SOESATYO .","Other"
"165","S. E. M. B. A. (Jateng VII)27733 .","Other"
"166","H. DITO GANINDUTO, M. B. A. (Jatenq VIII)27834 .","Other"
"167","AGUNG WIDYANTORO, S. H. , M. Si .","Other"
"168","(Jateng IX)27935 .","Other"
"169","H. BUDI SUPRiYANTO, S. H. , M. H. (Jatenq X)28036 .","Other"
"170","Ir. H. ADIES KADIR, S. H. , M. Hum .","Other"
"171","(Jatiml)2828NO NAMA NOMOR URUT ANGGOTA37 .","Other"
"172","H. MUKHAMAD MISBAKHUN, S. E. (Jatim II) 28338 .","Other"
"173","H. MU HAMAD NUR PURNAMASIDI(Jatim IV) 28539 .","Other"
"174","Ir. H. M. RIDWAN HiSJAM(Jatim V) 28640, M. SARMUJI S. E. , M. Si .","Other"
"175","(Jatim VI) 28741 .","Other"
"176","Dr. H. GATOT SUDJITO, M. Si .","Other"
"177","(Jatim VII) 28842 .","Other"
"178","H. MOHAMMAD SURYO ALAM, Ak. , M. B. A. (Jatim VIII) 28943 .","Other"
"179","ir .","Other"
"180","H. S. W. YUDHA, M. Sc .","Other"
"181","(Jatim IX) 29044 .","Other"
"182","ENI MAULANI SARAGIH(Jatim X) 29145 .","Other"
"183","H. ZAiNUDIN AMALI(Jatim XI) 29246 .","Other"
"184","H. ANDIKA HAZRUMY, S. Sos .","Other"
"185","(Banten 1) 29347 .","Other"
"186","H. AND! ACHMAD DARA, S. E. (Banten III) 29548 .","Other"
"187","GDE SUMARJAYA LINGGIH .","Other"
"188","S. E. (Bali) 29649 .","Other"
"189","A. A. BAGUS ADH! MAHENDRA PUTRA(Bali)29750 .","Other"
"190","H. MUHAMMAD LUTFi .","Other"
"191","S. E. (NTB) 29851 .","Other"
"192","MELCHiAS MARKUS MEKENG(NTT 1) 299 i52 .","Other"
"193","Drs. SETYA NOVANTO (NTT II - KETUA DPR) 30053 .","Opinion"
"194","Ir. H. ZULFADHLI, M. M. (Kalbar)30254 .","Other"
"195","Hj. AGATI SULiE MAHYUDIN, S. E. (Kalteng)30355 .","Other"
"196","!r .","Other"
"197","H. AHMADI NOOR SUPIT(Kalsel 1)30456 .","Other"
"198","H. MAHYUDIN, S. T. , M. M. (Kaltim-WAKIL KETUA MPR)30757 .","Other"
"199","Dr. Hj. NEN1 MOERNIAENI, Sp .","Other"
"200","OG(Kaltim)30858 .","Other"
"201","ADITYA ANUGRAH MOHA, S. Ked .","Other"
"202","(Sulut)30959 .","Other"
"203","H. MUHIDIN MOHAMAD SAID(Sulteng) 3109NOURUTNAMA NOMORANGGOTA60 .","Opinion"
"204","H. SYAMSUL BACHRI, M. Sc .","Other"
"205","(Sulsel II) 31261 .","Other"
"206","H. ANDl RIO IDRIS PADJALANGI, S. H. , M. Kn .","Other"
"207","(Sulsel II) I 31362 .","Other"
"208","Dr. Ir. MARKUS NARi, M. Si .","Other"
"209","I(Sulsel III) ! 31463 .","Other"
"210","Drg .","Other"
"211","Hj. ANDl FAUZIAH PUJIWATIE HATTA, S. K. G(Sulsel ill) 31564 .","Other"
"212","Ir. RIDWAN BAE(Sultra) 31665 .","Other"
"213","Dr. Ir. FADEL MUHAMMAD(Gorontalo) 31766 .","Other"
"214","Drs. H. ROEM KONO(Gorontalo)31867 .","Other"
"215","Hj. ENNY ANGGRAENY ANWAR(Sulbar) 31968 .","Other"
"216","EDISON BETAUBUN, SH M. H. (Maluku) 32069 .","Other"
"217","Dr. SAIFUL BAHRI RURAY, S. H. , M. Si .","Other"
"218","(Maluku Utara)321Jumlah kehadiran dari Fraksi Partai GOLKAR 75 dari 91 orang Anggota3 .","Other"
"219","FRAKSI PARTAI GERINDRANOURUTNAMA NOMORANGGOTA1 .","Other"
"220","H. GUS IRAWAN PASARIBU, S. E. Ak. , M. M. (Sumut II)3272 .","Other"
"221","SUASANA DACHI, S. H. (Sumut II)3283 .","Other"
"222","MARTIN HUTABARAT, S. H. (Sumut III)3294 .","Other"
"223","Dr. H. SUIR SYAM, M. Kes .","Other"
"224",", M. M. R. (Sumbar 1) 3305 .","Other"
"225","ADE REZKI PRATAMA, S. E. (Sumbar II) 3316 .","Other"
"226","RITA ZAHARA, S. H. (Riau 1)3327 .","Other"
"227","H. NURZAHEDI, S. E. (Riau II)3338 .","Statement"
"228","ir .","Other"
"229","H. A. R. SUTAN ADIL HENDRA, M. M. (Jamb!)3349 .","Other"
"230","EDHY PRABOWO, M. M. , M. B. A. (Sumsel l)33510 .","Opinion"
"231","Ir. SRI MELIYANA(Sumsel II)33610NOURUTNAMA NOMORANGGOTA11 .","Statement"
"232","H. AHMAD MUZANI(Lampung 1) 33812 .","Other"
"233","Ir. DWITA RiA(Lampung II)- ---j339i13 .","Statement"
"234","ASRIL HAMZAH TANJUNG, S. I. P. (DK! Jakarta l)i34014 .","Other"
"235","H. BiEM TRIANI BENJAMIN, B. Sc .","Other"
"236",", M. M. (DKI JakartaII) 34115 .","Other"
"237","Dr. Ir. H. D. SODIK MUDJAHID, M. Sc .","Other"
"238","(Jabar 1) 34316 .","Other"
"239","RACHEL MARYAM SAYIDINA(Jabar II) 34417 .","Request"
"240","Ir. H. AHMAD RIZA PATRIA, M. B. A(Jabar III) 34518 .","Request"
"241","HERI GUNAWAN(Jabar IV) 34619 .","Request"
"242","FAD LI ZON .","Other"
"243","S. S. , M. Sc .","Other"
"244","(JabarV-W akilKetua DPR Rl) 34720 .","Statement"
"245","Ir. H. NUROJI(Jabar VI) 34821 .","Request"
"246","Drg .","Other"
"247","PUTIH SARI(Jabar VII) 34922 .","Request"
"248","Dr. Ir. H. KARDAYA WAR NIKA .","Other"
"249","D. E. A. (Jabar VIII) 35023 .","Other"
"250","H. 0 0 SUTISNA, S. H. (Jabar IX) 35124 .","Other"
"251","H. SUBARNA, S. E. , M. Si(Jabar XI)35225 .","Other"
"252","ABDUL WACHID(Jateng II)35426 .","Other"
"253","Hj. SRIWULAN , S. E. (Jateng III)355l27 .","Other"
"254","RAHAYU SARASWATI DJOJOHAD1KUSUMO(Jateng IV)35628 .","Other"
"255","H. BAMBANG RIYANTO, S. H. , M. H. , M. Si .","Other"
"256","(Jateng V)35729 .","Other"
"257","ir .","Other"
"258","H. HARRY POERNOMO(Jateng VI)35830 .","Other"
"259","Ir. KRT .","Other"
"260","H. DARORI WONODIPURO, M. M. (Jateng VII)35931 .","Other"
"261","Hj. NO VITA W! JAY ANTI, S. E. , M. M. (Jateng VIII)36032,MOHAMAD HEKAL, M. B. A. (Jateng IX)36133 .","Other"
"262","RAMSON SIAGIAN(Jateng X)36211NOURUTNAMAiNOMORANGGOTA34 .","Other"
"263","ANDIKA PANDU PURAGABAYA, S. Psi. , M. Si .","Other"
"264",", M. Sc .","Other"
"265","(DIYj 36335 .","Other"
"266","Ir. BAM BANG HARYO SOEKARTONO(Jatim I] 36436 .","Suggestion"
"267","Ir. H. SOEPRIYATNO(JatimII)______ I 36537 .","Suggestion"
"268","Ir. SUMAIL ABDULLAH(Jatim III) 36638 .","Statement"
"269","MORENO SUPRAPTO(Jatim V) 36839 .","Statement"
"270","Ir. ENDRO HERMONO, M. B. A. (Jatim VI) 36940 .","Statement"
"271","Drs. SUPRIYANTO{Jatim 37041 .","Other"
"272","Dr. H. SAREH WIYONO M. S. H. , M. H. (Jatim VIII) 37142 .","Statement"
"273","WIHADI WIYANTO, S. H. (Jat[m IX) 37243 .","Other"
"274","KHILMI(Jatim X) 37344 .","Other"
"275","H. MOH NIZAR ZAHRO, S. H. JJatim XI) 37445 .","Other"
"276","H. AN DA, S. E. , M. M. (Banten 1) 37546 .","Other"
"277","H. DESMOND JUNAIDi MAHESA , S. H. , M. H. (Banten II)37647 .","Statement"
"278","ir .","Other"
"279","SUFMI DASCO AHMAD(Banten III)37748 .","Statement"
"280","IDA BAGUS PUTU SUKARTA, S. E. , M. Si .","Other"
"281","(Bali)37849 .","Other"
"282","PIUS LUSTRILANANG, S. IP .","Other"
"283",", M. Si .","Other"
"284","(NTT l)38050 .","Other"
"285","Ir. FARY DJEMY FRANCIS, M. M. A. (NTT II)381 .","Suggestion"
"286","i51 .","Other"
"287","KATHERINE A. OENDOEN(Kalbar)38252 .","Other"
"288","H. IWAN KURNIAWAN, SH(Kalteng)\38353 .","Other"
"289","Drs. H. SYAIFUL RASYID, M. M. (Kalsel 1) .","Other"
"290","i38454 .","Other"
"291","Drs. H. SJACHRANI MATAJA, M. M. M. B. A. (Kalsel II)38555 .","Other"
"292","LUTHER KOMBONG(Kaltim)38656 .","Other"
"293","Drs. WENNY WAROUW(Sulut)38712NOURUTNAMA NOMORANGGOTA57 .","Other"
"294","SUPRATMAN, S. H. , M. H. (Sulteng) 38858 .","Other"
"295","|Drs .","Other"
"296","H. ANDI NAWIR, M. P. (Sumsei HI) 39159 .","Other"
"297","ELNINO M. HUSEIN MOHI, ST .","Other"
"298",", M. Si( Gorontalo) 39360 .","Other"
"299","Dra. Hj. RUSKATI ALI BAALJSulbar) 39461 .","Other"
"300","ROBERTH ROUW(Papua) 396Jumlah kehadiran dari Fraksi Partai GERINDRA 61 dari 73 orang Anggota4 .","Opinion"
"301","FRAKSI PARTAI DEMOKRATNOURUTNAMA NOMORANGGOTA1 .","Other"
"302","H. TEUKU RIEFKY HARSYA, B. Sc .","Statement"
"303",", M. T. (Aceh 1) 3972 .","Other"
"304","MUSLIM, S. H. , M. M. (Aceh II) 3983 .","Suggestion"
"305","RUHUT SITOMPUL, S. H. (Sumut 1) 3994 .","Other"
"306","ROOSLYNDA MARPAUNG(Sumut II) 4005 .","Suggestion"
"307","H. RUDI HARTONO BANGUN, S. E. , M. A. P. (Sumut III)4016 .","Suggestion"
"308","Hj. MUKHNIARTY, S. E. , M. Si .","Other"
"309","(Riaul)4047 .","Other"
"310","MUHAMMAD NASiR(Riau IJ)4058 .","Other"
"311","Drs. H. ZULFIKAR ACHMAD(Jambi)4069 .","Other"
"312","WAHYU SANJAYA, S. E. (Sumsei 11)40810 .","Other"
"313","H. ZULKiFLI ANWAR(Lampung 1)40911 .","Other"
"314","Ir. H. MARWAN CIKASAN, M. M. (Lampung II)41012 .","Suggestion"
"315","! Hj. MELANIE LEIMENA SUHARLI( DKIJakarta 11)41313 .","Other"
"316","H. AGUNG BUDI SANTOSO, S. H. , M. M. (Jabar 1)41414 .","Suggestion"
"317","Dr. SJARIFUDDIN HASAN, S. E. , M. M. , M. B. A. (Jabar III)41615 .","Suggestion"
"318","ANTON SUKARTONO SURATTO j 417(Jabar V)13NOURUTNAMA NOMORANGGOTA16 .","Suggestion"
"319","SAAN MUSTOPA, M. Si .","Other"
"320","j{Jabar VII) j 41817 .","Suggestion"
"321","LINDA MEGAWATI, S. E. , M. SI .","Other"
"322","I [Jabar IX) i 42018 .","Suggestion"
"323","H. AMIN SANTONO, S. Sos .","Other"
"324","(Jabar X) 42119 .","Other"
"325","SITI MUFATTAHAH, Psi. (Jabar XI) 42220 .","Other"
"326","Dr. AGUS HERMANTO(Jateng 1 - Wakil Ketua DPR-RI) 42321 .","Other"
"327","Dr. !R .","Other"
"328","DJOKO UDJIANTO, M. M. (Jateng III) 424 j22 .","Other"
"329","RINTO SUBEKTI, S. E. , M. M. (Jateng IV) 42523 .","Other"
"330","KHATIBUL UMAM WIRANU , M. Hum(JatengVIII) 42624 .","Other"
"331","Ir. FANDI UTOMO(Jatim 1) 42825 .","Other"
"332","EVI ZAINAL ABIDIN, B. Comm .","Other"
"333","(Jatim II) 42926 .","Other"
"334",":Ir .","Other"
"335","H. AZAM AZMAN NATAWIJANA(Jatim III) 43027 .","Other"
"336","Drs. AYUB KHAN(Jatim IV) 43128 .","Other"
"337","Dr. Hj. NURHAYATI ALI ASSEGAF, M. Si .","Other"
"338","(Jatim V)i432\29 .","Other"
"339","VENNA MELINDA, S. E. (Jatim VI) 4331 \30 .","Other"
"340","SARTONO HUTOMO(Jatim VII)43531,DIDIK MUKRIANTO, S. H. (Jatim IX) 43732 .","Other"
"341","H. MAT NASIR, S. Sos .","Request"
"342","(Jatim XI)43833 .","Other"
"343","Drs. H. WAHIDIN HALIM, M. Si .","Request"
"344","(Banten III)44034 .","Other"
"345","Ir JERO WACIK, M. M. (Bali) Belum Dilantik 44135 .","Other"
"346","1 PUfU SUDIARTANA(Bali)44236,H .","Other"
"347","M. SYAMSUL LUTHFI(NTB)44337 .","Other"
"348","Dr. BENNY K. HARMAN, S. H. JN T T 1)44438 .","Other"
"349","Dr. JEFIRSTSON R. RIWU KORE, M. M. (NTT II) 44514NOURUTNAMA NOMORANGGOTA39 .","Statement"
"350","ERMASURYANI RANIK, S. H. (Kalbar) 446: 40 .","Other"
"351","EVERT ERENST MANGINDAAN, S. I. P. (Sulut-WAKIL KETUA MPR-RI) 44841 .","Other"
"352","dr. VERNA G LADIES M. IN KIR I WANG(Suitenq) 44942 .","Other"
"353","iIr .","Other"
"354","H. MUHAMMAD NASYIT UMAR, s .","Other"
"355","p .","Other"
"356","(Sulsel li) 45143 .","Other"
"357","Dr. Ir. BAHRUM DAIDO, M. SLI (Sulsel III) 45244 .","Other"
"358","Drs. H. UMAR ARSAL(Sultra) 45345 .","Other"
"359","\ MAYJEN TNI (Purn) SALIM MENGGAI [ Bulbar) 45446 .","Other"
"360","j LIBERT KRISTO IBO, S. Sos .","Other"
"361",", S. H. , M. H. (Papua) 45547 .","Other"
"362","j WILLEM WANDIK, S. Sos .","Other"
