"ID","Kalimat","Kelas"
"46","Ir. ISMAYATUN{Lampung 1) 13813 .","Statement"
"47","SUDIN(Lampung 1) 13914 .","Other"
"48","H. KRH .","Other"
"49","HENRY YOSODININGRAT, S. H. (Lampung II) 14015 .","Statement"
"50","ITET TRIDJAJATI SUMARIJANTO, M. B. A. (Lampung II) 14116 .","Statement"
"51","Ir. RUDIANTO TJEN(Bangka Belitung) 14217 .","Other"
"52","Dra. SARWO BUDI WIRYANTI SUKAMDANI(DKI Jakarta 1) 14418 .","Statement"
"53","Ir. ERIKO SOTARDUGA, B. P. S. (DKI Jakarta II) 14519 .","Other"
"54","MASINTON PASARIBU, S. H. (DKI Jakarta II) 14620 .","Other"
"55","DARMADI DURIANTO(DKI Jakarta III) 1484NOURUTNAM A NOMORANGGOTA21 .","Other"
"56","CHARLES H0N0R|S(DKI Jakarta III) 14922 .","Other"
"57","Ir. KETUT SUSTIAWAN(Jabar 1) 15023 .","Other"
"58","JUNICO BP SIAHAAN, S. E. (Jabar 1)15124 .","Other"
"59","Dr. JALALUDIN RAKHMAT, M. Sc .","Suggestion"
"60","(Jabar II)15225 .","Statement"
"61","DIAH PITALOKA, S. Sos .","Other"
"62","(Jabar III)15426 .","Statement"
"63","dr. RIBKA TJIPTANING P. (Jabar IV)15527 .","Other"
"64","H. INDRA P. SIMATUPANG, S. E. , M. B. A. (Jabar V)15728 .","Statement"
"65","SUKUR H NABABAN, S. T. (Jabar VI) 15829 .","Statement"
"66","RISKA MARISKA, S. H. (Jabar VI)15930 .","Statement"
"67","DANIEL LUMBAN TOBING(Jabar VII)16131 .","Other"
"68","Drs. YOSEPH UMARHADI, M. Si .","Other"
"69",", M. A. (Jabar VIII)16232 .","Other"
"70","ONO SURONO, S. T. (JabarVIII)16333 .","Other"
"71","Dr. TB .","Other"
"72","HASANUDDIN, M. M. (Jabar IX) 16534 .","Statement"
"73","DONY MARYADI OEKON, S. T. (Jabar XI) 16735 .","Other"
"74","JULIARI P. BATUBARA(Jateng 1) 16836 .","Opinion"
"75","EVITA NURSANTY, M. Sc .","Other"
"76","(Jateng III) 17137 .","Statement"
"77","H. IMAM SUROSO, S. Sos .","Other"
"78",", S. H. , M. M. (Jateng III) 17238 .","Statement"
"79","AGUSTINA WILUJENG PRAMESTUTI, S. S. (Jateng IV) 17439 .","Statement"
"80","ARIA BIMA(Jateng V) 17640 .","Statement"
"81","RAHMAD HANDOYO, S. PI .","Other"
"82",", M. M. (Jateng V) 17741 .","Statement"
"83","NUSYIRWAN SOEDJONO, S. T. (Jateng V) 17842 .","Statement"
"84","Ir. SUDJADI(Jateng VI) 17943 .","Other"
"85","ADISATRYA SURYO SULISTO(Jateng VIII) 1815NOURUT NAMANOMORANGGOTA44 .","Statement"
"86","M. GURUH IRIANTO SUKARNO PUTRA, S. A. P. , M. M. , M. Si .","Statement"
"87","(Jatim 1) 18845 .","Statement"
"88","INDAH KURNIA(Jatim 1) 18946 .","Other"
"89","HENKY KURNIADI(Jatim 1) 19047 .","Other"
"90","NURSUHUD(Jatim III) 19248 .","Statement"
"91","Drs. AHMAD BASARAH, M. H. (Jatim V) 19449 .","Other"
"92","Ir. ANDREAS EDDY SUSETYO, M. M. (Jatim V) 19550 .","Other"
"93","Dr. Ir. H. PRAMONO ANUNG WIBOWO, M. M. (Jatim VI) 19651 .","Other"
"94","ARTERIA DAHLAN, S. T. , S. H. (Jatim VI) 19752 .","Other"
"95","Ir. BUDI YUWONO, Dipl .","Statement"
"96",", S. E. (Jatim VI) 19853 .","Other"
"97","Drs. SIRMADJI, M. Pd .","Other"
"98","(Jatim VII)19954 .","Statement"
"99","Ir. MINDO SIANIPAR(Jatim VIII) 20055 .","Other"
"100","SADARESTUWATI(Jatim VIII)20156 .","Statement"
"101","M. H. SAID ABDULLAH(Jatim XI)20457 .","Other"
"102","ICHSAN SOELISTIO(Banten II)20658 .","Other"
"103","MARINUS GEA, S. E. (Banten III)20859 .","Other"
"104","Drs. 1 MADE URIP, M. Si .","Other"
"105","(Bali)20960 .","Other"
"106","Dr. Ir. WAYAN KOSTER, M. M. (Bali)21061 .","Other"
"107","1 GUSTI AGUNG RAI WIJAYA, S. E. , M. M. (Bali)21162 .","Other"
"108","NYOMAN DHAMANTRA(Bali)21263 .","Other"
"109","H. RACHMAT HIDAYAT, S. H. (NTB) 21364 .","Other"
"110","HONING SANNY(NTT 1) 21465 .","Other"
"111","HERMAN HERRY(NTT II) 21566 .","Statement"
"112","dr. KAROLIN MARGARET NATASA(Kalbar) 2166NOURUT NAMANOMORANGGOTA67 .","Other"
"113","Ir. G. MICHAEL JENO, M. M. (Kalbar) 21868 .","Other"
"114","ASDY NARANG, S. H. , M. Comm .","Other"
"115","LAW(Kalteng) 21969 .","Other"
"116","Dr. Ir. WILLY M. YOSEPH, M. M. (Kalteng) 22070 .","Other"
"117","AWANG FERDIAN HIDAYAT, M. M. (Kaltim) 22271 .","Other"
"118","OLLY DONDOKAMBEY, S. E. (Sulut) 22372 .","Other"
"119","VANDA SARUNDAJANG(Sulut) 22473 .","Other"
"120","Ir. RENDY M. AFFANDY LAMADJIDO(Sulteng) 22574 .","Other"
"121","ANDI RIDWAN WITTIRI, S. H. (Sulsel 1) 22675 .","Other"
"122","Drs. SAMSU NIANG, M. Pd .","Other"
"123","(Sulsel II) 22776 .","Other"
"124","KOMARUDIN WATUBUN, S. H. , M. H. (Papua) 230Jumlah kehadiran dari Fraksi Partai Demokrasi Indonesia Perjuangan 76 dari 109 orang Anggota2 .","Request"
"125","FRAKSI PARTAI GOLONGAN KARYANOURUT NAMANOMORANGGOTA1 .","Other"
"126","H. FIRMANDEZ( Aceh//) 2342 .","Other"
"127","MEUTYA VIADA HAFID(Sumut 1) 2353 .","Statement"
"128","RAMBE KAMARUL ZAMAN M. Sc .","Statement"
"129",", M. M. (Sumut It) 2364 .","Statement"
"130","Dr. Capt .","Other"
"131","ANTHON SIHOMBING(Sumut III) 2375 .","Other"
"132","DELIA PRATIWI BR .","Other"
"133","SITEPU, S. H. (Sumut III) 2386 .","Other"
"134","BETTI SHADIQ PASADIGOE, S. E. Ak. , M. M. (Sumbar 1) 2397 .","Statement"
"135","H. JOHN KENEDY AZIS, S. H. (Sumbar II) 2408 .","Other"
"136","TABRANI MAAMUN(Riau 1) 2419 .","Other"
"137","Ir. H. M. IDRIS LAENA(Riau II) 2427NOURUT NAMANOMORANGGOTA10 .","Other"
"138","DODI REZA ALEX NOERDIN(Sumsel 1) 24411 .","Other"
"139","Drs. H. KAHAR MUZAKIR(Sumsel 1) 24512 .","Other"
"140","BOBBY ADHITYO RIZALDI, S. E. Ak. , M. B. A. , C. F. E. (Sumsel II) 24613 .","Other"
"141","DWIE AROEM HADIATIE(Lampung 1) 24714 .","Other"
"142","Dr. M. AZIS SYAMSUDDIN(Lampung II) 24815 .","Other"
"143","Ir. H. AZHAR ROMLI, M. Si .","Other"
"144","(Bangka Belitung) 24916 .","Other"
"145","Ir. FAYAKHUN ANDRIADI M. Kom .","Other"
"146","(DKI Jakarta II) 25117 .","Other"
"147","TANTOWI YAHYA(DKI Jakarta III) 25218 .","Other"
"148","Dra. POPONG OTJE DJUNDJUNAN(Jabar 1) 25319 .","Other"
"149","AGUS GUMIWANG KARTASASMITA(Jabar II) 25420 .","Other"
"150","Ir. H. LILI ASDJUDIREDJA, S. E. , Ph .","Other"
"151","D. (JabarII) 25521 .","Other"
"152","Dr. H. DEDING ISHAK, S. H. , M. M. (Jabar III) 25622 .","Other"
"153","EKA SASTRA(Jabar III) 25723 .","Other"
"154","Hj. DEWI ASMARA, S. H. , M. H. (Jabar IV) 25824 .","Other"
"155","Ir. H. AIRLANGGA HARTARTO, M. M. T. , M. B. A. (Jabar V) 25925 .","Other"
"156","Dra. WENNY HARYANTO, S. H. (Jabar VI) 26126 .","Other"
"157","Dr. H. ADE KOMARUDIN, M. H. (Jabar VII) 26227 .","Other"
"158","Drs. H. DADANG S MUCHTAR(Jabar VII) 26328 .","Other"
"159","DAVE AKBARSHAH FIKARNO LAKSONO, M. E. (Jabar VIII) 26429 .","Other"
"160","AGUN GUNANJAR SUDARSA, M. Si .","Other"
"161","(Jabar X) 26730 .","Other"
"162","H. FERDIANSYAH, S. E. , M. M. (Jabar XI) 26831 .","Other"
"163","H. AHMAD ZACKY SIRADJ(Jabar XI) 2698NOURUT NAMANOMORANGGOTA32 .","Other"
"164","BOWO SIDIK PANGARSO, S. E. (Jateng II) 27233 .","Other"
"165","Hj. ENDANG MARIA ASTUTI, S. Ag .","Other"
"166",", S. H. (Jateng IV) 27434 .","Other"
"167","BAMBANG SOESATYO, S. E. , M. B. A. (Jateng VII) 27735 .","Other"
"168","H. DUO GANINDUTO, M. B. A. (Jateng VIII) 27836 .","Other"
"169","AGUNG WIDYANTORO, S. H. , M. Si .","Other"
"170","(Jateng IX) 27937 .","Other"
"171","H. BUDI SUPRIYANTO, S. H. , M. H. (Jateng X)28038 .","Other"
"172","SITI HEDIATI SOEHARTO, S. E. (DIY) 28139 .","Other"
"173","Ir. H. ADIES KADIR, S. H. , M. Hum .","Other"
"174","(Jatim 1)28240 .","Other"
"175","H. MUKHAMAD MISBAKHUN, S. E. (Jatim II)28341 .","Other"
"176","HARDISOESILO(Jatim III) 28442 .","Other"
"177","H. MUHAMAD NUR PURNAMASIDI(Jatim IV)28543 .","Other"
"178","Dr. H. GATOT SUDJITO, M. Si .","Other"
"179","(Jatim VII)28844 .","Other"
"180","ENI MAULANI SARAGIH(Jatim X)29145 .","Other"
"181","H. ZAINUDIN AMALI(Jatim XI)29246 .","Other"
"182","H. ANDIKA HAZRUMY, S. Sos .","Other"
"183","(Banten 1)29347 .","Other"
"184","YAYAT YULMARYATMO BIARO(Banteng II)29448 .","Other"
"185","H. ANDI ACHMAD DARA, S. E. (Banten III)29549 .","Other"
"186","GDE SUMARJAYA LINGGIH, S. E. (Bali)29650 .","Other"
"187","A. A. BAGUS ADHI MAHENDRA PUTRA(Bali)29751 .","Other"
"188","H. MUHAMMAD LUTFI, S. E. (NTB)29852 .","Other"
"189","MELCHIAS MARKUS MEKENG(NTT 1) 29953 .","Other"
"190","Drs. SETYA NOVANTO, Ak. (NTT II) 30054 .","Other"
"191","Ir. H. ZULFADHLI, M. M. (Kalbar) 3029NOURUT NAMANOMORANGGOTA55 .","Other"
"192","Hj. AG ATI SULIE MAHYUDIN, S. E. (Kalteng) 30356 .","Other"
"193","H. INDRO HANANTO(Kalsel 1) 30557 .","Other"
"194","H. HASNURYADI SULAIMAN(Kalsel II) 30658 .","Statement"
"195","H. MAHYUDIN, S. T. , M. M. (Kaltim) 30759 .","Other"
"196","ADITYA ANUGRAH MOHA, S. Ked .","Other"
"197","(Sulut)30960 .","Other"
"198","H. MUHIDIN MOHAMAD SAID(Sulteng) 31061 .","Other"
"199","Drs. HAMKA B. KADY(Sulsel 1)31162 .","Other"
"200","H. SYAMSUL BACHRI, M. Sc .","Other"
"201","(Sulsel II)31263 .","Other"
"202","H. ANDI RIO IDRIS PADJALANGI, S. H. , M. Kn .","Other"
"203","(Sulsel II)31364 .","Other"
"204","Dr. Ir. MARKUS NARI, M. Si .","Opinion"
"205","(SulselIII)31465 .","Other"
"206","drg. Hj. ANDI FAUZIAH PUJIWATIE HATTA, S. K. G. (Sulsel III)31566 .","Other"
"207","Ir. RIDWAN BAE(Sultra)31667 .","Other"
"208","Drs. H. ROEM KONO(Gorontalo)31868 .","Other"
"209","EDISON BETAUBUN, S. H. , M. H. (Maluku) 32069 .","Other"
"210","Dr. SAIFUL BAHRI RURAY, S. H. , M. Si .","Other"
"211","(Maluku Utara) 32170 .","Other"
"212","Pdt .","Other"
"213","ELION NUMBER!, S. Th. (Papua) 32271 .","Other"
"214","ROBERT JOPPY KARDINAL, S. A. B. (Papua Barat) 323Jumlah kehadiran dari Fraksi Partai Golongan Karya 71 dari 91 orang Anggota3 .","Other"
"215","FRAKSI PARTAI GERAKAN INDONESIA RAYANOURUTNAMA NOMORANGGOTA1 .","Other"
"216","FADHLULLAH(Aceh 1) 3242 .","Other"
"217","KHAIDIR(AcehII) 32510NOURUT NAMANOMORANGGOTA3 .","Other"
"218","H. R. MUHAMMAD SYAFIl, S. H. , M. Hum .","Other"
"219","(Sumut 1) 3264 .","Other"
"220","H. GUS IRAWAN PASARIBU, S. E. Ak. , M. M. (Sumut II) 3275 .","Other"
"221","MARTIN HUTABARAT, S. H. (Sumut III) 3296 .","Other"
"222","Dr. H. SUIR SYAM, M. Kes .","Other"
"223",", M. M. R. (Sumbar 1) 3307 .","Other"
"224","ADE REZKI PRATAMA, S. E. (Sumbar II) 3318 .","Other"
"225","RITA ZAHARA, S. H. (Riau 1) 3329 .","Other"
"226","H. NURZAHEDI, S. E. (Riau II) 33310 .","Statement"
"227","Ir. H. A. R. SUTAN ADIL HENDRA, M. M. (Jambi)33411 .","Statement"
"228","EDHY PRABOWO, M. M. , M. B. A. (Sumsel 1) 33512 .","Other"
"229","Ir. DWITA RIA(Lampung II)33913 .","Statement"
"230","ASRIL HAMZAH TANJUNG, S. I. P. (DKI Jakarta 1)34014 .","Opinion"
"231","H. BIEM TRIAN1 BENJAMIN, B. Sc .","Opinion"
"232",", M. M. (DKI Jakarta II) 34115 .","Statement"
"233","RACHEL MARYAM SAYIDINA(Jabar II)34416 .","Statement"
"234","Ir, H. AHMAD RIZA PATRIA, M. B. A. (Jabar III)34517 .","Statement"
"235","HERI GUNAWAN(Jabar IV) 34618 .","Statement"
"236","FADLI ZON, S. S. , M. Sc .","Other"
"237","(Jabar V) 34719 .","Other"
"238","H. OO SUTISNA, S. H. (Jabar IX) 35120 .","Request"
"239","H. SUBARNA, S. E. , M. Si(Jabar XI)35221 .","Request"
"240","ABDUL WACHID(Jateng II) 35422 .","Request"
"241","Hj. SRIWULAN, S. E. (Jateng III) 35523 .","Request"
"242","RAHAYU SARASWATI DJOJOHADIKUSUMO(Jateng IV) 35624 .","Statement"
"243","H. BAMBANG RIYANTO, S. H. , M. H. , M. Si .","Statement"
"244","(Jateng V) 35711NOURUTNAMANOMORANGGOTA25 .","Other"
"245","Ir. H. HARRY POERNOMO(Jateng VI)35826 .","Request"
"246","Hj. NOVITA WIJAYANTI, S. E. , M. M. (Jateng VIII)36027 .","Other"
"247","MOHAMAD HEKAL, M. B. A. (Jateng IX)36128 .","Other"
"248","ANDIKA PANDU PURAGABAYA, S. Psi. , M. Si .","Other"
"249",", M. Sc .","Other"
"250","(DIY)36329 .","Other"
"251","Ir. BAMBANG HARYO SOEKARTONO(Jatim 1)36430 .","Other"
"252","Ir. H. SOEPRIYATNO(Jatim II)36531 .","Other"
"253","Ir. SUMAIL ABDULLAH(Jatim III)36632 .","Other"
"254","Ir. ENDRO HERMONO, M. B. A. (Jatim VI)36933 .","Other"
"255","KHILMI(Jatim X)37334 .","Other"
"256","H. MOH NIZAR ZAHRO, S. H. (Jatim XI)37435 .","Other"
"257","H. ANDA, S. E. , M. M. (Banten 1) 37536 .","Other"
"258","H. DESMOND JUNAIDI MAHESA, S. H. , M. H. (Banten II) 37637 .","Suggestion"
"259","Ir. SUFMI DASCO AHMAD(Banten III) 37738 .","Suggestion"
"260","IDA BAGUS PUTU SUKARTA, S. E. , M. Si .","Other"
"261","(Bali) 37839 .","Other"
"262","H. WILLGO ZAINAR, S. E. , M. B. A. (NTB) 37940 .","Other"
"263","Ir. FARY DJEMY FRANCIS, M. M. A. (NTT II) 38141 .","Suggestion"
"264","H. IWAN KURNIAWAN, S. H. (Kalteng) 38342 .","Other"
"265","Drs. H. SYAIFUL RASYID, M. M. (Kalsel 1) 38443 .","Suggestion"
"266","Drs. H. SJACHRANI MATAJA, M. M. , M. B. A. (Kalsel II) 38544 .","Suggestion"
"267","LUTHER KOMBONG(Kaltim) 38645 .","Suggestion"
"268","Drs. WENNY WAROUW(Sulut) 38746 .","Suggestion"
"269","Dr. H. AZIKIN SOLTHAN, M. Si .","Other"
"270","(Sulsel 1) 38947 .","Other"
"271","H. ANDI IWAN DARMAWAN ARAS, S. E. (Sulsel II) 39012NOURUTNAMANOMORANGGOTA48 .","Statement"
"272","Drs. H. ANDI NAWIR, M. P. (Sumsel III)39149 .","Statement"
"273","Dra. Hj. RUSKATI ALI BAAL(Sulbar)39450 .","Other"
"274","AMRULLAH AMRI TUASIKAL, S. E. (Maluku)39551 .","Other"
"275","ROBERTH ROUW 396(Papua)Jumlah kehadiran dari Fraksi Partai Gerakan Indonesia Raya 51 dari 73 orang Anggota4 .","Opinion"
"276","FRAKSI PARTAI DEMOKRATNOURUTNAMA NOMORANGGOTA1 .","Other"
"277","H. TEUKU RIEFKY HARSYA, B. Sc .","Other"
"278",", M. T. (Aceh 1)3972 .","Other"
"279","MUSLIM, S. H. , M. M. (AcehII)3983 .","Other"
"280","RUHUT SITOMPUL, S. H. (Sumut 1)3994 .","Other"
"281","ROOSLYNDA MARPAUNG(Sumut II) 4005 .","Suggestion"
"282","H. RUDI HARTONO BANGUN, S. E. , M. A. P. (Sumut III) 4016 .","Suggestion"
"283","H. DARIZAL BASIR(Sum bar 1) 4027 .","Other"
"284","Drs. H. ZULFIKAR ACHMAD(Jambi) 4068 .","Other"
"285","H. SYOFWATILLAH MOHZAIB, S. Sos .","Other"
"286","(Sumsel 1) 4079 .","Other"
"287","WAHYU SANJAYA, S. E. ( SumselII) 40810 .","Other"
"288","H. ZULKIFLI ANWAR(Lampung 1) 40911 .","Other"
"289","Ir. H. MARWAN CIK ASAN, M. M. ( LampungII) 41012 .","Suggestion"
"290","EKO WIJAYA(Bangka Belitung) 41113 .","Other"
"291","DWI ASTUTI WULANDARI(DKI Jakarta 1) 41214 .","Other"
"292","Hj. MELANIE LEIMENA SUHARLI(DKI Jakarta II) 41315 .","Other"
"293","H. AGUNG BUDI SANTOSO, S. H. , M. M. (Jabar 1) 41413NOURUTNAMA NOMORANGGOTA16 .","Other"
"294","DEDE YUSUF MACAN EFFENDI, S. T. , M. Si .","Other"
"295","(Jabar II)41517 .","Other"
"296","Dr. SJARIFUDDIN HASAN, S. E. , M. M. , M. B. A. (Jabar III)41618 .","Other"
"297","ANTON SUKARTONO SURATTO(Jabar V)41719 .","Other"
"298","Ir. H. E. HERMAN KHAERON, M. Si .","Other"
"299","(Jabar VIII)41920 .","Other"
"300","H. AMIN SANTONO, S. Sos .","Statement"
"301","(Jabar X)42121 .","Other"
"302","SITI MUFATTAHAH, Psi. (Jabar XI)42222 .","Suggestion"
"303","Dr. AGUS HERMANTO(Jateng 1)42323 .","Other"
"304","Dr. Ir. DJOKO UDJIANTO, M. M. (Jateng III)42424 .","Suggestion"
"305","RINTO SUBEKTI, S. E. , M. M. (Jateng IV) 42525 .","Other"
"306","Ir. FANDI UTOMO(Jatim 1) 42826 .","Suggestion"
"307","Ir. H. AZAM AZMAN NATAWIJANA(Jatim III) 43027 .","Suggestion"
"308","Drs. AYUB KHAN(Jatim IV) 43128 .","Suggestion"
"309","Dr. Hj. NURHAYATI ALI ASSEGAF, M. Si .","Other"
"310","(Jatim V) 43229 .","Other"
"311","SARTONO HUTOMO(Jatim VII) 43530 .","Suggestion"
"312","DIDIK MUKRIANTO, S. H. (Jatim IX) 43731 .","Suggestion"
"313","VIVI SUMANTRI JAYABAYA, S. Sos .","Other"
"314","(Banten 1) 43932 .","Other"
"315","1 PUTU SUDIARTANA(Bali) 44233 .","Other"
"316","H. M. SYAMSUL LUTHFI(NTB) 44334 .","Other"
"317","Dr. JEFIRSTSON R. RIWU KORE, M. M. (NTT II) 44535 .","Suggestion"
"318","ERMASURYANI RANIK, S. H. (Kalbar) 44636 .","Other"
"319","NORBAITI ISRAN NOOR, A. Md .","Other"
"320","(Kaltim) 44737 .","Other"
"321","EVERT ERENST MANGINDAAN, S. I. P. (Sulut) 44838 .","Other"
"322","dr. VERNA GLADIES M. INKIRIWANG(Sulteng) 44914NOURUTNAMA NOMORANGGOTA39 .","Other"
"323","Ir. H. MUHAMMAD NASY1T UMAR, S. P. (Sulsel li)45140 .","Suggestion"
"324","Dr. Ir. BAHRUM DAIDO, M. Si .","Other"
"325","(Sulsel III)45241 .","Other"
"326","Drs. H. UMAR ARSAL(Sultra)45342 .","Other"
"327","MAYJEN TNI (PURN) SALIM MENGGA(Sulbar)45443 .","Other"
"328","LIBERT KRISTO IBO, S. Sos .","Other"
"329",", S. H. , M. H. (Papua)45544 .","Other"
"330","WILLEM WANDIK, S. Sos .","Other"
"331","(Papua)45645 .","Other"
"332","MICHAEL WATTIMENA, S. E. , M. M. (Papua Barat)457Jumlah kehadiran dari Fraksi Partai Demokrat 45 dari 61 orang Anggota5 .","Other"
"333","FRAKSI PARTAI AMANAT NASIONALNOURUT NAMANOMORANGGOTA1 .","Other"
"334","H. MUSLIM AYUB, S. H. , M. M. (Aceh 1) 4582 .","Other"
